ADDRESS,C01,Expenses,Income
2000062106,4,92626552,24593552
2000062111,5,115218952,94232552
2000062113,3,42626164,52522164
2000062116,1,48430000,81927830
2000063158,3,120643164,57833164
2000063165,3,80994000,30342000
2000063168,4,64490000,60740000
2000063170,9,130489292,74499492
2000064159,6,234013828,236746328
2000064162,3,100204388,101644388
2000064163,3,144938164,91303164
2000064167,5,186359600,140738000
2000064170,5,163782940,164630940
2000065105,2,90260000,48340000
2000065109,2,64354776,26798776
2000065111,3,31241552,33787552
2000065114,2,89944000,30620000
2000065118,1,8999000,15310000
2000066061,3,26453164,35923164
2000066064,2,25993000,31248000
2000066066,1,5818388,2514388
2000066071,1,22529400,13250000
2000066074,2,41416776,39828776
2000067286,3,95734000,117810000
2000067290,2,35587400,21330000
2000067294,3,77163000,74671000
2000067295,1,11878388,13455388
2000067300,1,17708388,11299388
2000068196,4,61283000,56436000
2000068205,5,117210300,44490000
2000068208,4,49537000,39480000
2000069147,4,25455000,33880000
2000069153,4,86064000,89256000
2000069156,1,33728000,27457000
2000069157,3,49644000,67551000
2000070004,3,271568400,218012200
2000070009,4,283703400,180839200
2000070012,4,175912800,176820000
2000070014,4,300973000,182456000
2000070017,4,194521996,94740006
2000071058,3,288088800,135380000
2000071061,2,132020000,130780000
2000071064,2,142288000,160488000
2000071066,4,166110000,127500000
2000071069,5,388356000,236680000
2000072110,2,137149976,99708776
2000072118,5,272858000,154484000
2000072121,2,57765000,113718000
2000072123,5,394505940,51671940
2000073316,3,146115564,26751164
2000073321,5,167447940,62687940
2000073323,5,190155940,167061940
2000073327,8,145199492,79109492
2000073329,4,54110000,55942000
2000074056,3,44753000,25700000
2000074062,2,30282776,62518776
2000074066,5,133815000,22305000
2000074069,4,222723000,143808000
2000075005,5,230011164,45211164
2000075007,1,40830388,15626388
2000075010,2,67481576,32388776
2000075015,4,57621000,54780000
2000075016,1,16202000,12165000
2000076055,2,47292776,15188776
2000076057,1,21066388,61944388
2000076062,1,20217000,14460000
2000076063,2,25639776,17688776
2000076066,5,60534100,56230000
2000077196,5,77162940,83791940
2000077198,3,22108164,97233164
2000077201,4,179729552,31887552
2000077206,4,104874200,114299992
2000078244,3,118380164,61571164
2000078248,4,155020552,39701552
2000078251,2,129010716,29080716
2000078254,2,34418376,11028776
2000078257,4,27902000,37100000
2000079322,4,59141152,60647552
2000079325,5,72203440,49516940
2000079330,2,208138776,50558776
2000079332,1,41208000,10965000
2000079336,5,126401940,112596940
2000080006,4,107532500,103185000
2000080007,2,23635776,23868776
2000080010,3,31431664,19123164
2000080015,2,29910388,23434388
2000080018,1,14311388,13974388
2000081290,3,127932000,76335000
2000081293,2,39744776,30198776
2000081297,2,139490776,29260776
2000082168,2,43294600,100292100
2000082172,2,31694776,23206776
2000082176,2,60932000,38166000
2000083217,2,72580000,77360000
2000083222,3,98099164,71603164
2000083225,3,45887664,31083164
2000083229,7,193493661,165391833
2000084333,1,25480388,13014388
2000084337,2,53616000,21480000
2000084341,2,30902000,38300000
2000084342,2,59398776,26756776
2000084347,3,108928000,102780000
2000085165,1,14752388,12223388
2000085167,4,85652552,47129552
2000085169,5,46656104,44935104
2000085173,4,45410776,79748776
2000085176,3,107590164,59093164
2000086212,3,38543764,25858164
2000086215,2,143940776,16318776
2000086218,2,31962000,18290000
2000086223,4,148113000,38144000
2000086225,2,10602776,8918776
2000087110,4,482054552,117497552
2000087111,4,101931400,90672000
2000087116,5,156072000,167850000
2000087119,5,252280000,135000008
2000087122,5,181139000,149320004
2000088110,3,162270000,148860000
2000088113,5,207205600,176830000
2000088114,7,156276000,145865000
2000088119,5,396114000,159020000
2000088121,4,151510000,149520000
2000089058,2,206801000,103300000
2000089059,3,255479000,131850000
2000089064,4,210201400,230072000
2000089065,4,361024000,173920000
2000089069,2,305418000,163800000
2000090110,3,88280280,102000406
2000090111,3,176577336,110240678
2000090115,2,90790000,145560000
2000090117,2,422872000,374066004
2000090122,7,217221000,245532000
2000091058,5,585248000,231552000
2000091059,5,129400500,181905000
2000091062,6,144144400,164810000
2000091066,5,317323500,173435002
2000091068,3,145904000,175755000
2000092107,2,41816776,21588776
2000092110,2,66616776,80998776
2000092112,2,26451776,54348776
2000092116,4,363771552,58957552
2000092119,3,99975164,68193164
2000093006,1,15261388,11779388
2000093009,1,25355388,11299388
2000093014,2,91155776,97920776
2000093016,1,40923388,21429388
2000094188,5,127995000,155715004
2000094191,3,177298000,88287000
2000094196,6,228219000,104240000
2000094197,4,97797000,108560008
2000094200,4,102753000,90548000
2000095050,3,39659164,104539164
2000095054,1,39204000,58370000
2000095056,3,63206400,68060000
2000095061,3,107285200,60285000
2000095063,4,115168500,133880000
2000096156,3,141703164,29551164
2000096158,1,67788388,16774388
2000096161,4,194790000,143687996
2000096163,4,230182000,132380000
2000097153,1,14495388,14854388
2000097154,2,100284000,59864000
2000097157,4,51803752,104540752
2000097161,4,37975552,77905552
2000097164,2,67487000,72288330
2000098112,2,15744000,14830000
2000098115,4,51776000,63860000
2000098120,1,24175388,35259388
2000098121,4,56343000,94799992
2000098125,2,16249776,14678776
2000099052,3,158760164,59473164
2000099057,3,21015164,47473164
2000099059,2,47754388,13194388
2000099061,3,98503000,130500000
2000099064,4,94068552,56497552
2000100168,5,148938000,194450000
2000100171,2,52538776,29678776
2000100173,1,12530000,12630000
2000100177,1,24750000,13410000
2000100180,2,223789000,72070000
2000101006,4,106731512,215760000
2000101012,4,76579800,88084600
2000101015,3,35391800,61470000
2000101018,4,77003552,102235552
2000102154,4,39132952,70315952
2000102159,3,96614964,23193164
2000102162,1,42531388,6729388
2000102165,4,37321552,52657552
2000102168,2,26704776,23548776
2000103004,3,65475164,27738164
2000103007,3,67238164,39018164
2000103011,1,25766000,16165000
2000103014,3,47314164,55773164
2000103018,7,154701716,97735716
2000104149,2,42932776,19056776
2000104151,1,41296388,28374388
2000104154,3,70047000,81786000
2000104159,5,35872940,40391940
2000104160,4,40573552,41907552
2000105222,5,29148440,32446940
2000105224,2,27233776,18648776
2000105228,4,50871552,54557552
2000105231,5,134004940,54386940
2000105234,3,56350552,72449552
2000106113,7,136778716,70050716
2000106115,1,29312388,10369388
2000106118,2,57321776,14288776
2000106123,1,6078388,5979388
2000106124,3,68715164,55888164
2000107004,5,169404440,83121940
2000107011,5,79301940,71571940
2000107015,3,67039164,65603164
2000107017,5,202383940,60571940
2000108236,4,23213552,57497552
2000108237,3,46295164,20323164
2000108241,3,84355164,53923164
2000108245,6,132174776,47028776
2000108246,2,43590776,28538776
2000109201,4,89313352,37987552
2000109203,5,100273940,80057940
2000109206,4,62235552,31451552
2000109209,5,58729940,43971940
2000109212,3,58109764,294463164
2000110004,6,186932328,129086328
2000110007,4,101479552,85717552
2000110011,5,205893940,211551940
2000110015,2,169494300,98440000
2000110017,3,50008164,41483164
2000111168,2,192551776,49358776
2000111170,3,108700164,117873164
2000111172,5,60873940,31257940
2000111177,3,108525000,117966000
2000111178,3,61113164,60793164
2000112341,2,84836776,29638776
2000112343,2,122594776,22173776
2000112346,7,173310916,221910716
2000112350,5,39979940,66621940
2000112352,4,77015552,43757552
2000113245,4,14304552,19517552
2000113248,4,30834052,19217552
2000113250,3,78820164,19903164
2000113254,3,38807388,66854388
2000113258,3,52676164,45765164
2000114186,4,70463552,55097552
2000114189,4,88682564,168582464
2000114194,3,58575164,45443164
2000114198,4,32680552,40149552
2000115009,2,144174776,31713776
2000115011,4,68259052,40382552
2000115015,1,134031188,29079388
2000115018,2,66891776,34108776
2000116218,5,149880940,53071940
2000116221,3,117283000,79919996
2000116223,4,126870940,42751940
2000116226,3,37806164,35837164
2000116228,5,48027940,61583940
2000117055,5,45453440,30656940
2000117056,1,62011388,11059388
2000117060,4,48719552,39877552
2000117062,1,41704388,20599388
2000117065,3,47029164,20638164
2000118201,3,72291164,42812164
2000118203,3,73714164,99649164
2000118206,4,141577000,62418000
2000118209,4,90685552,41457552
2000118212,4,68803552,57069552
2000119201,3,45949164,51563164
2000119203,3,92044164,34463164
2000119208,4,85429052,45527552
2000119210,2,158712776,54728776
2000119213,3,76339164,93863164
2000120214,6,149722000,146640008
2000120216,2,78283000,22250000
2000120220,3,255703500,121840008
2000120224,4,264308000,155840000
2000121311,2,82872000,65892000
2000121315,4,135664400,117086008
2000121318,2,54329388,17954388
2000121320,4,121213996,118528006
2000121323,4,73300852,50817552
2000122004,2,68711000,88510008
2000122009,5,93972000,322592000
2000122010,4,126971640,175733200
2000122014,4,109318998,94719335
2000122017,1,15573388,15914388
2000123162,3,39220000,51230000
2000123163,2,32991000,12620000
2000123170,1,27037000,20125000
2000123172,1,30327000,18910000
2000124106,5,58979440,69041940
2000124110,3,31462164,48893164
2000124113,4,164353500,87480000
2000124115,2,20530776,37368776
2000124118,5,159204052,118922552
2000125054,7,308653000,99041996
2000125057,1,46286000,79430000
2000125060,2,19494000,15400000
2000125061,2,23314576,18058776
2000125065,5,125525320,143095800
2000126139,2,43617776,32628776
2000126143,3,79162000,182388000
2000126146,3,74741164,36103164
2000126150,1,33155388,19238388
2000127156,2,26808000,62968004
2000127157,2,31311776,20358776
2000127161,4,78537052,60671552
2000127164,2,18742776,22758776
2000128156,5,202680940,187151940
2000128158,4,62966552,61662552
2000128162,4,50829164,79213160
2000128165,2,52254776,39948776
2000128166,2,61886776,37348776
2000129097,2,35122776,14968776
2000129099,1,23751388,11059388
2000129102,1,119174300,196506000
2000129107,3,81299164,53228164
2000129109,2,34932576,36358776
2000130051,2,36825776,18382776
2000130054,1,16298388,6569388
2000130056,5,162205940,125049940
2000130064,6,164476800,57855004
2000131005,4,264666000,145500000
2000131007,3,177892500,1452531000
2000131010,4,341805552,42777552
2000131014,5,143425940,152503940
2000131016,4,85534000,108040000
2000132006,3,88891000,72913334
2000132008,5,84555550,46230885
2000132010,5,96044800,175368000
2000132014,3,120564000,97220000
2000132018,4,81962552,51417552
2000133046,4,134336940,81497940
2000133050,4,239418152,176597552
2000133057,3,213403164,34453164
2000134053,6,166377000,112470000
2000134057,3,52731164,54206164
2000134061,2,36936000,63650000
2000134062,2,23030000,14090000
2000134066,1,68333388,10459388
2000135005,4,79695552,73917552
2000135009,4,89109052,26023552
2000135012,3,66061164,20473164
2000136005,4,114349552,52567552
2000136008,4,94289552,70167552
2000136012,3,68298764,62493164
2000136015,4,92937752,89477552
2000136017,2,125964776,82108776
2000137056,5,76620328,62206328
2000137059,4,37826552,59367552
2000137062,3,36847164,32173164
2000137065,5,67312940,26821940
2000137068,2,56494376,45033776
2000138152,3,59336604,128226364
2000138156,3,152480000,133520000
2000138159,5,150574940,84323940
2000138162,5,33375940,68561940
2000138164,6,225036328,132482328
2000139158,1,27548388,29079388
2000139162,1,31090388,14679388
2000139167,3,48507164,40798164
2000139169,4,55520552,41917552
2000140056,3,96705164,44863164
2000140059,2,17995976,16288776
2000140063,1,127668000,246980004
2000140066,4,86282852,75697552
2000140068,6,191036328,190586328
2000141148,2,22111000,6620000
2000141151,5,184866340,19296940
2000141155,4,59478164,39183164
2000141162,5,85582940,71746940
2000142145,4,151300168,129043920
2000142148,5,77074440,65246940
2000142151,3,45683164,44188164
2000142155,5,87759140,49969940
2000142157,3,37582164,21535164
2000143055,3,60016164,53885664
2000143060,6,377653340,182162940
2000143063,2,71556776,63402776
2000143064,3,58096164,45923164
2000143069,5,143839940,68971940
2000144005,2,64025776,26538776
2000144008,5,45221940,29821940
2000144010,6,203094328,82751328
2000144017,5,228615552,119732552
2000145006,3,48696164,65812364
2000145009,3,24299420,79574304
2000145011,3,120464164,93407164
2000145015,5,55388940,7101940
2000145016,5,114152940,53412940
2000146160,3,67928964,80334164
2000146164,4,72461552,103405552
2000146168,4,55313552,37521552
2000146171,6,213042940,260961940
2000146173,5,173187936,653716954
2000147316,4,40590052,24497552
2000147320,2,82609776,32248776
2000147322,4,72889052,46867552
2000147327,2,39956776,20958776
2000147330,4,51323552,38189552
2000148110,3,173543164,56883164
2000148113,4,182847552,107577552
2000148119,4,69473940,74256940
2000148123,1,29431388,13334388
2000149057,3,65083164,40331164
2000149060,2,62618776,52548776
2000149063,5,39680940,41876940
2000149068,4,52899552,73897552
2000149069,6,138617828,39556328
2000150165,4,101494000,100440004
2000150168,4,60454552,49225552
2000150170,4,245538052,74117552
2000150173,4,154454552,62717552
2000150177,2,57935576,32798776
2000151212,5,691485940,155116940
2000151217,5,117669940,35496940
2000151219,3,218310164,49198164
2000151222,1,115356000,81765000
2000151224,5,78878740,114826940
2000152214,1,23373388,10974388
2000152217,2,61443000,25100000
2000152219,4,114002000,111480000
2000152223,4,73537552,43177552
2000152224,4,128769164,61063164
2000153056,3,71902164,20358164
2000153057,2,151048776,110546776
2000153062,4,67293552,48172552
2000153063,4,41440552,64347552
2000153067,5,99403940,51706940
2000154206,3,102935164,33308164
2000154209,2,98038776,36988776
2000154211,4,59975952,32325552
2000154215,4,79054552,45359552
2000154216,5,88222940,112138940
2000155098,1,56008000,9215000
2000155102,3,95750164,72123164
2000155106,2,70087776,31688776
2000155109,7,174703716,256882716
2000156098,3,107282164,68353164
2000156099,3,32020764,27083164
2000156102,4,166093552,73897552
2000156105,4,87830152,47317552
2000156108,3,47471164,43303164
2000157153,4,82606552,19427552
2000157154,3,35052164,23683164
2000157157,3,27530164,18631164
2000157162,3,39600164,25233164
2000157163,3,22635164,31383164
2000158058,2,63048776,48398776
2000158063,4,104415552,144657552
2000158065,4,67156564,252091168
2000158069,5,50956440,23084940
2000158071,3,207319164,106778164
2000159112,4,137288052,36597552
2000159116,1,14398388,8424388
2000159119,5,121202776,75298780
2000159121,1,11198388,7804388
2000159124,3,78119164,32693164
2000160166,2,153714776,91978776
2000160169,2,63330176,57318776
2000160173,3,93662164,51648164
2000160177,2,169627776,59708776
2000160180,4,55527552,64073552
2000161110,1,9936388,12059388
2000161114,7,155462716,74981716
2000161117,5,97029940,27871940
2000161119,5,54304940,53021940
2000161123,3,102792164,58243164
2000162164,5,76798940,65571940
2000162167,3,61996164,95881164
2000162171,4,181529552,110187552
2000162172,4,84254552,31107552
2000162176,2,48134776,35329776
2000163111,1,33483388,16064388
2000163114,3,298470164,32338164
2000163116,2,37456776,48558776
2000163120,3,75423164,27008164
2000163123,4,102119996,79940002
2000164005,4,146218776,82738776
2000164008,3,108027164,81111164
2000164011,4,104024000,82200000
2000164017,2,80532776,139748776
2000165059,2,55961776,19118776
2000165060,2,57622776,25738776
2000165063,5,180904940,57236940
2000165070,5,90931440,47732940
2000166216,1,27532000,10055000
2000166221,2,43036776,20034776
2000166222,4,61800352,66297552
2000166226,3,49485164,42436164
2000166228,2,201023776,55168776
2010001100,4,38638800,55120000
2010001104,3,50768924,52976124
2010001108,5,339401800,186340000
2010001111,4,96688560,118114900
2010001114,3,136195640,81199600
2010002061,4,88351040,121913200
2010002065,4,200780800,167260600
2010002068,4,84759200,93680000
2010002070,5,133067800,163375500
2010002074,5,65468000,106955000
2010003056,3,30729164,54933164
2010003061,3,56258424,28393164
2010003062,3,26534844,31801164
2010003069,3,81646224,43030164
2010004116,4,97349932,148649472
2010004120,3,88978664,67266164
2010004122,4,90395500,66040000
2010004125,3,73476000,111559000
2010005114,5,57478152,44908552
2010005117,2,119672000,109237000
2010005121,4,78914248,57539552
2010005124,1,7924240,12735000
2010005126,1,39525320,26185000
2010006206,2,62347800,28394000
2010006210,2,59563836,53208776
2010006213,2,46604016,32091976
2010006217,4,129634032,79689552
2010007004,2,112356776,174336776
2010007009,5,185944860,173225000
2010007011,4,98332252,138187552
2010007014,2,48184776,36238776
2010007017,5,98780740,129176940
2010008051,2,70178092,54774772
2010008056,3,69396344,41449164
2010008058,4,146230664,71727164
2010008061,4,108550852,67637552
2010008065,3,124138164,123415164
2010009054,1,11766788,12958788
2010009058,4,136309176,112420372
2010009060,4,63866352,50257552
2010009064,4,86557764,41087964
2010009066,4,56116792,51971552
2010010005,2,73787852,73665200
2010010007,4,115391552,64587552
2010010011,4,45813136,73336552
2010010015,3,163696564,102468164
2010010017,2,47212000,79582000
2010011053,1,24307388,40060388
2010011055,1,29936000,37545000
2010011060,4,255040532,91117552
2010011063,5,58763524,145942564
2010011065,1,19477800,24928000
2010012146,3,218595400,176215000
2010012149,3,132222824,52750164
2010012153,5,110569140,47364940
2010012156,3,42621664,47086164
2010012158,1,17093000,21669000
2010013109,3,62835164,30083164
2010013112,1,51191108,25094388
2010013115,1,95455604,31894388
2010013117,2,81916400,73149000
2010013121,6,239592928,47916328
2010014058,3,61074120,90690120
2010014062,4,85776952,37777552
2010014065,2,92518688,68318776
2010014068,4,69558072,64097552
2010014070,3,44483604,41578164
2010015006,3,114067480,57690000
2010015007,4,177538940,110788800
2010015011,3,153229000,97618000
2010015014,4,49818452,61757552
2010015016,3,54833164,42093164
2010016050,13,264607700,219261000
2010016052,4,48927952,56097552
2010016057,5,142779240,72474540
2010016060,3,57878764,50938164
2010017004,4,192054528,61717552
2010017009,5,35561940,44762940
2010017015,4,230165160,129588000
2010017017,4,70645200,61740000
2010018059,4,49938204,30965004
2010018063,6,282854128,87292128
2010018065,5,131282460,111670740
2010018069,2,65401000,48552000
2010019053,5,39082440,158224940
2010019059,4,80693552,53457552
2010019060,4,154807620,123539960
2010019064,2,75837176,148254176
2010020107,5,211162700,301410000
2010020109,3,261600204,222443164
2010020114,2,72167316,35900776
2010020115,3,51354764,74263164
2010020120,4,115097352,55007552
2010021108,2,63139576,21303976
2010021111,5,141680592,135573960
2010021114,4,58391032,84847552
2010021117,5,50792108,126941940
2010021120,4,98285920,73439200
2010022189,4,88496000,56144000
2010022192,2,101511000,64797400
2010022195,3,50522164,60066164
2010022198,2,16889576,21249576
2010023147,3,48565764,104123164
2010023149,4,93132752,70087552
2010023153,4,48642052,38937552
2010023155,2,21831000,45680000
2010023158,4,102413300,59404000
2010024154,1,4246388,9919388
2010024158,4,26949000,35365000
2010024161,6,260391568,157440328
2010024165,3,63775644,51164164
2010025114,3,51069120,61290000
2010025115,7,143114836,106913036
2010025118,3,77457964,63543164
2010025123,4,133746300,80709600
2010025125,2,23604800,61980000
2010026168,5,147382100,126211740
2010026170,2,39559176,17238776
2010026172,5,274527672,212197500
2010026176,3,52731320,92622600
2010026178,4,57226952,48603952
2010027188,3,43622164,28103164
2010027192,5,124503776,61748776
2010027199,3,34693164,63463164
2010027200,4,31102532,88712552
2010028100,4,91162800,122622800
2010028103,3,159363900,42555000
2010028107,3,42406284,47798164
2010028109,1,148232000,107925000
2010028113,3,97251124,58538164
2010029108,2,31197600,44002000
2010029109,3,121361160,72349000
2010029114,2,18002776,39618776
2010029117,5,57341628,77246940
2010029119,2,25823776,32248776
2010030143,2,62423576,119406776
2010030147,4,57147832,94848032
2010030150,3,100878672,31501952
2010030152,4,63149552,74377552
2010030156,4,51017752,32027552
2010031161,4,75029772,44960000
2010031168,3,147187524,94438164
2010031171,3,55947164,43992964
2010031173,4,86864752,38147552
2010032052,5,64151240,136625000
2010032055,3,41397304,50263164
2010032058,9,267635320,139901000
2010032061,3,220761544,154975164
2010032065,5,25398920,91561940
2010033006,4,50388552,41151552
2010033009,3,22328164,23063164
2010033012,2,58380416,52635776
2010033017,3,30953108,76278388
2010034053,3,95227800,64650600
2010034057,2,19643000,16510000
2010034059,4,70924660,124238400
2010034061,1,106497700,76235000
2010034064,3,75674000,104834667
2010035101,5,42353220,57571940
2010035105,3,43276800,37156000
2010035108,3,37643564,62203164
2010035110,3,80832164,56843164
2010035114,1,100096000,69950000
2010036169,2,57880200,39842000
2010036173,5,429420500,190773000
2010036175,2,67423176,45588776
2010036180,5,109682724,151530924
2010036183,2,81527200,69586400
2010037142,4,48695868,78600868
2010037147,1,81060200,58960000
2010037148,3,78265800,54630000
2010037151,4,131784000,73967552
2010037155,4,107783752,56297552
2010038004,4,498165232,98178032
2010038007,4,214692440,161360000
2010038010,1,14415472,13348388
2010038015,2,49244280,41800000
2010038016,4,68224912,42094312
2010039057,2,26303272,47448776
2010039060,3,55205148,50440364
2010039062,3,73958164,38073164
2010039066,4,51824712,49747552
2010039070,2,46579376,28448776
2010040110,3,20756188,34099388
2010040113,4,46457564,81583164
2010040115,2,45496416,58678776
2010040119,5,268911240,190916940
2010040120,5,45999752,58432552
2010041050,5,47887020,60959940
2010041052,3,118196364,29102164
2010041055,3,68368960,64380960
2010041060,2,59902496,44367776
2010041063,1,9114388,7889388
2010042139,1,14984388,36114388
2010042142,3,73874800,85584200
2010042147,3,93673532,64542400
2010042148,2,35644616,23196776
2010042151,3,45519400,77000000
2010043006,4,57946552,80177552
2010043007,4,54843372,48982152
2010043011,6,191050400,93670000
2010043013,2,67336896,63223776
2010043018,4,105718052,64589552
2010044141,3,61735800,209902000
2010044143,2,55070896,37798776
2010044145,3,30685640,47310000
2010044150,3,74438964,48673164
2010044153,5,70638940,147451940
2010045185,4,121894480,325160000
2010045188,2,66602632,53608776
2010045192,3,67607564,57013164
2010045194,1,47140000,78560000
2010045197,3,108990720,107718000
2010046202,5,158925940,70002540
2010046203,4,97835072,169290552
2010046206,4,65967952,33097952
2010046209,3,68977004,48208164
2010046214,4,107993632,74394952
2010047097,4,117641320,153160000
2010047099,3,227053400,163280000
2010047102,4,148815132,104937552
2010047105,4,32114252,41337552
2010047108,4,120373900,141090000
2010048054,2,35544160,32724600
2010048055,2,38163200,45734000
2010048059,2,104653816,61166776
2010048066,5,142703940,67646940
2010049175,4,71937352,74849552
2010049178,3,112118964,96030364
2010049181,5,173029400,122490000
2010049186,5,93361680,93878000
2010050005,4,102182000,107130000
2010050009,4,55545572,71837552
2010050011,4,71551000,80444000
2010050015,7,149902040,181594600
2010050017,4,86486972,182605552
2010051192,4,127905800,101340000
2010051195,2,58016296,53866776
2010051198,2,42527576,55458776
2010051203,3,65988572,37873164
2010051205,3,83831920,65130000
2010052106,4,72295480,93960000
2010052110,4,119790000,130200000
2010052113,3,73123884,88655000
2010052115,3,65143000,83965000
2010052120,4,92880700,91540000
2010053006,2,54943440,106050000
2010053009,1,37417000,22635000
2010053010,5,77731308,91114388
2010053015,2,81304000,85790000
2010053018,4,73260320,116920000
2010054108,4,100136080,104439200
2010054111,4,106163280,89820000
2010054114,2,105115376,57428776
2010054119,4,80240480,94115600
2010054121,2,184830800,77083200
2010055004,3,58073624,58918164
2010055007,4,75150552,40262552
2010055010,5,51156908,52276940
2010055015,5,126248724,202568024
2010055017,5,72369440,89988940
2010056220,3,101601564,91663164
2010056223,3,125661524,63373164
2010056226,3,83776164,48343164
2010056231,3,62549664,88663164
2010056232,5,110161200,177504000
2010057152,4,91785552,51833952
2010057156,5,33373340,54257940
2010057158,3,39025564,39129964
2010057162,2,63131976,42847776
2010057165,4,76624292,39871952
2010058241,3,86797720,99537000
2010058242,5,173838340,87998940
2010058246,5,123728800,61854200
2010058249,4,115909000,98407000
2010058252,1,9656000,9199000
2010059060,3,103826468,109890388
2010059065,1,24803400,67875200
2010059068,3,47012000,141567000
2010059069,2,68109816,25468776
2010059073,2,37067188,27089988
2010060110,3,163086120,201906120
2010060115,5,171815160,221975000
2010060116,4,110210720,93720000
2010060120,5,129369640,125455000
2010060123,4,39866772,36877552
2010061158,4,67557480,77569000
2010061160,2,54607976,50361976
2010061164,4,104072952,50177552
2010061167,4,72891400,60600000
2010061171,4,141812072,176189072
2010062162,5,31288220,43896940
2010062163,4,37755352,27026552
2010062166,5,43093752,65933552
2010062170,4,200454000,105505900
2010062172,3,77996844,63082164
2010063100,3,22063776,49228776
2010063104,4,82927500,81460000
2010063107,2,134437496,116048776
2010063110,5,79568000,105522000
2010063112,2,41336800,82097000
2010064009,2,8278776,18708776
2010064011,3,55433164,31083164
2010064015,2,26483000,23784000
2010064017,1,57999988,41624788
2010065008,5,43097940,45005140
2010065012,5,45462660,34746940
2010065015,2,22635776,52898776
2010065017,4,115337752,84497552
2010066154,4,87889952,77857552
2010066159,4,71529832,44857552
2010066162,2,49080776,42520776
2010066163,3,213290800,212052500
2010066166,1,38967588,16314388
2010067006,3,91138500,61860000
2010067009,4,112905000,129740000
2010067010,4,403499700,179260000
2010067015,5,300739840,369683600
2010067017,2,240442040,166781000
2010068005,5,177178500,170404000
2010068008,2,80232160,91628000
2010068010,4,79577840,57687008
2010068014,3,63784364,94663164
2010068017,2,116651000,83395000
2010069112,2,156534920,151176500
2010069115,5,121235964,53066764
2010069119,5,57621520,61522420
2010069121,3,64821052,48368000
2010069126,4,78991088,88137552
2010070005,3,44605132,57658164
2010070009,4,284539352,298515352
2010070012,7,133782716,92720316
2010070015,3,38500564,26173164
2010070018,2,15383176,21138776
2010071147,5,111042528,102136940
2010071148,3,45234604,73271164
2010071152,4,119250872,103459872
2010071154,2,60326800,71620000
2010071157,2,68878600,61190000
2010072061,3,111541924,67336164
2010072066,4,135310480,172198080
2010072068,4,144155652,86397552
2010073051,3,205109364,128318364
2010073054,4,134065272,102375872
2010073056,3,166354164,53385164
2010073060,5,70044540,135971940
2010073064,2,20751816,20978776
2010074009,3,62984564,18480164
2010074010,3,73913000,73663000
2010074014,2,72234000,148966000
2010074018,1,8540000,18000000
2010075158,3,167115880,110545000
2010075160,4,69773440,67340000
2010075163,3,46643000,110309200
2010075168,2,83697376,52658776
2010075171,3,119098520,82410000
2010076108,3,43632884,28498164
2010076111,3,54183576,51433776
2010076115,2,88460800,94155000
2010076118,6,131912440,295755000
2010077006,4,92497552,65647552
2010077007,3,79269564,55550164
2010077010,2,54111480,37188000
2010077016,3,24260284,18648164
2010078108,3,57761752,28785152
2010078111,4,73561952,59605552
2010078114,1,10826788,9864388
2010078118,4,59415552,29797552
2010078120,2,75662196,35810776
2010079111,3,51359000,77547000
2010079114,1,21629000,12165000
2010079119,3,10572000,37495000
2010079122,1,35906388,11539388
2010080006,3,31726400,84660000
2010080007,3,222930000,106816000
2010080012,2,207643000,100086500
2010080014,4,59134352,29517552
2010080016,4,75941000,82260000
2010081170,4,85898000,106371500
2010081174,3,32017000,42020000
2010081175,1,13860800,13200000
2010081179,4,41577152,79261552
2010081182,4,66973800,91980500
2010082052,3,60007164,37868164
2010082055,4,58311552,71477552
2010082059,1,4272000,13765000
2010082061,3,64214000,116049000
2010082063,2,36934000,20710000
2010083108,4,65318052,94037552
2010083113,3,38718164,29103164
2010083114,3,39822664,21573164
2010083117,5,49469364,70423164
2010084109,5,199915388,110219388
2010084112,2,89882000,63840000
2010084114,1,32885000,20570000
2010084117,3,57520164,100553164
2010084121,1,39332000,38561000
2010085054,2,15927000,27459000
2010085057,2,38516000,27302000
2010085060,6,232833400,156520500
2010085063,4,64060000,63836000
2010085067,3,46017000,86090000
2010086193,1,26800000,19561000
2010086195,3,69129000,74991000
2010086200,3,73663000,129315000
2010086203,2,24964000,19706000
2010086204,1,29891000,67031000
2010087059,5,42356000,54074000
2010087062,4,72048164,85583164
2010087064,4,37021000,38240000
2010087068,3,86347564,73703164
2010088052,8,142679104,111283104
2010088058,6,136286720,158019200
2010088060,1,33103992,26719188
2010088063,2,42318776,22678776
2010089117,2,177474696,32278376
2010089118,5,53076100,67314940
2010089122,4,50913552,29495552
2010089125,5,91734300,53001940
2010090053,2,16283004,26977588
2010090054,3,134291000,125222000
2010090057,5,56955868,90842868
2010090060,3,53749964,70407164
2010090065,4,75203152,22985552
2010091005,4,81093052,56057552
2010091009,5,90733060,84431340
2010091010,4,214016452,62732552
2010091014,4,40803120,58917552
2010091016,4,113320920,134862200
2010092059,4,81020420,106678000
2010092061,3,68555564,107731164
2010092065,5,97181232,102057552
2010092069,2,111397120,130010000
2010092070,4,118036352,131317552
2010093061,2,49291776,31067776
2010093063,2,79582776,35657776
2010093066,2,61003776,29870776
2010093070,2,30842776,31297776
2010093073,5,92336776,46222776
2010094005,2,22034920,47240000
2010094007,1,27206720,17295000
2010094013,2,60365600,10970000
